name bvmulCountT bvsdivCountT bvsremCountT opCountT bvmulCountD bvsdivCountD bvsremCountD opCountD
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_6085.smt2 152744941657883 0 0 10743060896588835 1 0 0 1767
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_14991.smt2 95475 0 0 3796866 178 0 0 1314
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_3986.smt2 228377707517205849823393667539249522614304022201869740389203810418889256055436006041857720704022141 0 0 16062565428662141612354748456464091171896518853972338540894887371260226282332913123810329773228286468 1 0 0 24394
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app1/bench_168.smt2 32 0 0 24166 5 0 0 2443
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_3956.smt2 206 0 0 6697 45 0 0 709
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_12665.smt2 399 0 0 4316 34 0 0 1042
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_2996.smt2 708161717655956192629545763287845237115407193705971475154603434519241272121125918985649493978451579 0 0 49807374141653402313671984136374654839420995896605326440362804271512126969393010438937566697878890443 1 0 0 31243
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app1/bench_2604.smt2 40 0 0 63315 5 0 0 2590
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_2609.smt2 2584 0 0 140469 139 0 0 2593
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_4166.smt2 228377707517205849823393667539249522614303786773445669851618070763187588909833152535444561039963773 0 0 16062565428662141612354748456464091171896502295506512295903186189500876214866995582671932718708908522 1 0 0 23259
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_9200.smt2 4 0 0 848 1 0 0 130
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_6374.smt2 21130115 0 0 1486154129 1 0 0 913
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_5297.smt2 113301686176143255723249867701288954145600224207119596 0 0 7968885261031595155424991028861192352395463512293404114 1 0 0 8680
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_10824.smt2 214 0 0 4149 61 0 0 1326
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app8/bench_590.smt2 207 0 0 12140 11 0 0 1719
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app1/bench_1614.smt2 0 6597 0 61627 0 46 0 1072
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app9/bench_2597.smt2 211 0 0 27378 11 0 0 2330
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_12698.smt2 190 0 0 6255 40 0 0 646
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app12/bench_5428.smt2 0 2 0 315 0 1 0 146
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_11121.smt2 9 0 0 794 6 0 0 160
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app1/bench_2393.smt2 45 0 0 229146 5 0 0 2761
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_13545.smt2 5 0 0 171 5 0 0 89
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_6927.smt2 1129 0 0 94521 90 0 0 2375
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_8905.smt2 545 0 0 8992 61 0 0 1665
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_2196.smt2 38063177363334172104618532055000237689107039832396349629441268399182143701107551996884850030456146334839090819643277589258302261591853388893654451425800775259 0 0 2677110141213169530738688558694416680580631079997101688919270090180646463183016225779816060227979234044806521958686204456940887871323824746803199122676805190720 1 0 0 38096
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app1/bench_2436.smt2 44 0 0 193011 5 0 0 2736
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app9/bench_3203.smt2 213 0 0 30333 11 0 0 2497
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app12/bench_542.smt2 1 4 0 176 1 2 0 99
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app1/bench_2082.smt2 45 0 0 1656539 5 0 0 2994
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app2/bench_1220.smt2 848 3 0 251782 4 3 0 3334
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_13617.smt2 496 0 0 4190 16 0 0 836
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_7483.smt2 424 0 0 72063 57 0 0 2218
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_16014.smt2 1 0 0 3345 1 0 0 478
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app1/bench_2488.smt2 0 1734 0 15993 0 35 0 572
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_4045.smt2 228377707517205849823393667539249522614303939221931276123936483530823662120194206398216828088465021 0 0 16062565428662141612354748456464091171896513017716666571679468169082556641951402625487061687148093422 1 0 0 24224
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_9386.smt2 4 0 0 848 1 0 0 130
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app9/bench_2869.smt2 207 0 0 25809 11 0 0 2212
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_8537.smt2 1129 0 0 94521 90 0 0 2375
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_3748.smt2 228377707517205849823393667539249527045169011360950341388373198119875623645781305463708359783069309 0 0 16062565428662141612354748456464091483534023090563008603080060286920510872394523050038438144651548926 1 0 0 25936
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/uclid/catchconv/convert-jpg2gif-query-1377.smt2 204 0 0 56115 204 0 0 35363
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_5167.smt2 194231462456360926104776673254271807062343250196899508 0 0 13660946192723228093232564637143586978943926431222624385 1 0 0 10979
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_2870.smt2 22 0 0 1415 10 0 0 219
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_5333.smt2 113301686176143255723249867688368559281271278313219080 0 0 7968885261031595155424991027952457913607043414243170806 1 0 0 8485
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_9359.smt2 235 0 0 3153 44 0 0 616
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app2/bench_7.smt2 34 3 0 41362 4 3 0 1717
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_10645.smt2 2584 0 0 140309 139 0 0 2589
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_9278.smt2 4 0 0 848 1 0 0 130
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_6040.smt2 184132600405787 0 0 12950659561857026 1 0 0 2022
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app12/bench_2070.smt2 0 2 0 339 0 1 0 172
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/uclid/catchconv/convert-jpg2gif-query-1230.smt2 204 0 0 48239 204 0 0 30483
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_13682.smt2 843 0 0 8988 81 0 0 1980
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app12/bench_2209.smt2 0 2 0 200 0 1 0 106
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_6147.smt2 409 0 0 3018 12 0 0 258
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app2/bench_874.smt2 4152 131 0 19070972 11 11 0 5898
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_12399.smt2 2599 0 0 84247 58 0 0 1083
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_5653.smt2 56 0 0 2587 7 0 0 332
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_7755.smt2 2 0 0 3391 1 0 0 440
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app8/bench_899.smt2 207 0 0 6123 11 0 0 1340
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app8/bench_3216.smt2 211 0 0 29156 11 0 0 2459
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_1887.smt2 1277 0 0 16582 96 0 0 1270
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_1997.smt2 149401765783937046265915693998165102149444516553108558619882454393961396519989646712486188459000936208250349772948215001306255102594143491834117652169502914203038032906620989983656466483822552781962689501492216764480365759864066897403289604408 0 0 10507924193438835870336612630457135205230193803935718354861358714593986649866593032956683633568950287941794075282199685466729434315939950486809195516681819048978892523425799064635786825564796169234851596106646297456311258834498661953925957523578 1 0 0 45205
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_9319.smt2 195 0 0 2444 32 0 0 476
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app12/bench_350.smt2 1 4 0 139 1 2 0 76
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app2/bench_1109.smt2 2030 4 0 662741 4 4 0 3610
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_7776.smt2 127 0 0 21840 47 0 0 1900
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app8/bench_3442.smt2 211 0 0 27305 11 0 0 2333
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_12382.smt2 141 0 0 16941 28 0 0 810
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_6241.smt2 11549525217 0 0 812316614584 1 0 0 1315
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_6467.smt2 234573 0 0 16499643 1 0 0 673
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app8/bench_938.smt2 201 0 0 5887 11 0 0 1303
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app9/bench_903.smt2 211 0 0 28701 11 0 0 2425
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app8/bench_598.smt2 207 0 0 12091 11 0 0 1710
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_11630.smt2 23 0 0 1845 10 0 0 248
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app1/bench_1814.smt2 0 6243 0 58326 0 45 0 1030
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_7592.smt2 416 0 0 5301 34 0 0 989
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_2721.smt2 165 0 0 63709 43 0 0 2145
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app8/bench_3284.smt2 211 0 0 28638 11 0 0 2420
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app11/bench_425.smt2 160530642051941165327432456864417093806560162555108490496768023300331212557506641501685883607654498083251332530882298444959465383554662046705101040437605921055646784298187884139063145145412848133423398067450410389270519469440635548513603283445412014133585916405153718732115102228845332102870552746719830217207334234148 64 0 4820042472761275985972216653037442802048543143246431958786951118690918868834791474344552511848430439531765599349892479137328004603005791257912633369482766985475013410178414746353246691884755564466542067690535040162874537045153693197562133627446193052090081988137249361328815328094003665864777198279386654090893877607888 1183 16 0 68636
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app5/bench_477.smt2 1 14 0 293 1 2 0 109
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app2/bench_116.smt2 34 3 0 11225 4 3 0 610
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_4682.smt2 228377707517205849823393667539249522614303786773445248532425869138826519845590679676192270204787548 0 0 16062565428662141612354748456464091171896502295506482663120001430478722247513938737721438799634157289 1 0 0 21073
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app8/bench_3396.smt2 88 0 0 4753 1 0 0 1306
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_12642.smt2 190 0 0 6255 40 0 0 646
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app9/bench_1003.smt2 211 0 0 28273 11 0 0 2412
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app5/bench_370.smt2 2 68 0 624 2 25 0 198
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_10400.smt2 4713 0 0 106481 37 0 0 1650
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_2098.smt2 4154655566439934745504390416502751318464052129780539586341277299492357511560408426904463744680634185407472742577436074955581923975627989138402728395729573717787299445728847576038 0 0 292210774838735468559702507984648094714613598394841886474319183912401313718961035316887558197833071895012733733863362492772279955424909709057884956399542680773168519468747016735310 1 0 0 39981
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_5107.smt2 194231463746695361633193337204935255112788720117163928 0 0 13660946283476750058460001198462011025465178340157818613 1 0 0 11258
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_2232.smt2 38063177363334172104618532055000237689107039832396349629441268399182143701107551996884847842168746744774415515985638426093457392933482022083149949970869544311 0 0 2677110141213169530738688558694416680580631079997101688919270090180646463183016225779815906318432130003551448855484340599128912652252439348123450496215600789917 1 0 0 37962
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app8/bench_213.smt2 207 0 0 23182 11 0 0 2162
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_4006.smt2 228377707517205849823393667539249522614303939221931276124673024714024033424360680736002890382161533 0 0 16062565428662141612354748456464091171896513017716666571731271565634161275307611581958079083120775354 1 0 0 24254
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app12/bench_5602.smt2 0 2 0 64 0 1 0 47
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app9/bench_1381.smt2 211 0 0 28070 11 0 0 2398
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_4839.smt2 71 0 0 5701 8 0 0 584
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app8/bench_506.smt2 207 0 0 13956 11 0 0 1800
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_9727.smt2 165 0 0 64349 43 0 0 2161
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app11/bench_142.smt2 160530642051941165327432459559366677205034083305647147027426521277631079660700869443960373126554595012460304091006415196337247712310106654748923647128674293301562273790630994781928688353616939582947310646062211427731531647234646172817161587845371311266817275049242659807095895966702415481855506965840138661314461555209 64 0 4820042472761275985972216733955149776197383857332948341612290055321422787212087431376521185362785144945113574262401742403310079966500665420122691782704046713601690432483798845278093888571821134978248619851356937230294013925984997116804332825561428309179476344522026276413302599984461504846334761268754586745608691722498 1186 16 0 68882
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app2/bench_1006.smt2 3110 41 0 1423375 6 6 0 5058
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_5766.smt2 23905562702007385786403505 0 0 1681357910061127804915809504 1 0 0 3937
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_13369.smt2 84 0 0 6287 8 0 0 738
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_13396.smt2 471 0 0 10539 78 0 0 2029
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app1/bench_2105.smt2 44 0 0 1447871 5 0 0 2977
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_4185.smt2 56 0 0 567 7 0 0 174
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_10865.smt2 8195 0 0 48316 36 0 0 2542
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app2/bench_1191.smt2 1108 3 0 308803 4 3 0 3397
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_13080.smt2 127 0 0 22407 47 0 0 1921
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_3389.smt2 228377707517206115039869247619720191193702939546552414486248912358405038024747993362374477276755581 0 0 16062565428662160265913530866377490012449936435204804005900172309871608417964122585625994634611969792 1 0 0 28656
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app8/bench_3738.smt2 66 0 0 3759 1 0 0 1025
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app2/bench_1046.smt2 2713 23 0 928769 5 5 0 3913
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_17201.smt2 134 0 0 1659 20 0 0 347
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_5754.smt2 1155515730406927668095732515 0 0 81271273039584493669672886631 1 0 0 4077
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_5534.smt2 32014558056625732224471336237182232279109188 0 0 2251690583342715909905809955948083601834443284 1 0 0 5797
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_15756.smt2 4 0 0 2653 1 0 0 225
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_5882.smt2 229 0 0 3139 43 0 0 643
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_10797.smt2 1623 0 0 20031 94 0 0 1399
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_2467.smt2 58493315178014426437683398809375765923111853625293738966237733663138449164305590273173531951803121574097052616254621 0 0 4114029834174719834734115316544427936897763951969942808385131830503463583922073864585878329264605622451092816191296304 1 0 0 34354
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app8/bench_412.smt2 207 0 0 14851 11 0 0 1886
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_5719.smt2 174591283828808241742775560162197 0 0 12279586962771821168450376861207802 1 0 0 4512
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app2/bench_1114.smt2 2030 4 0 512685 4 4 0 3567
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app1/bench_56.smt2 36 0 0 41366 5 0 0 2524
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app2/bench_1402.smt2 54 3 0 42255 4 3 0 1758
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app1/bench_2360.smt2 44 0 0 363715 5 0 0 2812
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app2/bench_290.smt2 3 2 0 1843 2 2 0 235
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_15786.smt2 4 0 0 1129 1 0 0 149
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_14633.smt2 258 0 0 4365 44 0 0 1386
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_16657.smt2 2 0 0 6440 1 0 0 1050
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app8/bench_945.smt2 201 0 0 5761 11 0 0 1292
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_4329.smt2 228377707517205849823393667539249522614303786773445350503901294927116314147264241373350295713199456 0 0 16062565428662141612354748456464091171896502295506489835113773022821519897707585098102010606751568296 1 0 0 22675
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app7/bench_5011.smt2 787403094352976550860073196126194552016275981270365454049552280 0 0 55380684302660511608731960352112383905516133283590645302946677569 1 0 0 15406
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_16601.smt2 4 0 0 848 1 0 0 130
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app12/bench_2064.smt2 0 2 0 356 0 1 0 182
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/sage/app2/bench_1271.smt2 476 3 0 114200 4 3 0 2401
/raid/steuber/Benchmarks/srem_sdiv_mul/QF_BV/Sage2/bench_6141.smt2 618 0 0 4769 30 0 0 844
